molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type
CHEMBL259838,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Cl)c3)ccc12)C1CC1,7.0,nM,IC50
CHEMBL259838,O=C(Nc1n[nH]c2nc(-c3ccc(O)c(Cl)c3)ccc12)C1CC1,2.0,nM,IC50
CHEMBL93639,CC(C)(C)OC(=O)N1CC2CC1CN2c1cc2c(nc1Sc1ccc(F)cc1F)CNC(=O)N2c1c(Cl)cccc1Cl,44.0,nM,IC50
CHEMBL93650,CC(C)N1CC2CC1CN2c1cc2c(nc1Sc1ccc(F)cc1F)CNC(=O)N2c1c(Cl)cccc1Cl,2.0,nM,IC50
CHEMBL93650,CC(C)N1CC2CC1CN2c1cc2c(nc1Sc1ccc(F)cc1F)CNC(=O)N2c1c(Cl)cccc1Cl,1.6,nM,IC50
CHEMBL93650,CC(C)N1CC2CC1CN2c1cc2c(nc1Sc1ccc(F)cc1F)CNC(=O)N2c1c(Cl)cccc1Cl,65.0,nM,IC50
CHEMBL328242,CC(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,0.6,nM,IC50
CHEMBL328242,CC(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,0.2,nM,IC50
CHEMBL328242,CC(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,5.6,nM,IC50
CHEMBL20921,Nc1ccc2nc(SCC(=O)NC3CCN(Cc4ccc(Cl)c(Cl)c4)CC3)sc2c1,2.3,nM,IC50
CHEMBL128514,CNC(=O)c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CSC2=O)cc1,158.49,nM,IC50
CHEMBL28533,COc1cc(Cl)c(CC(=O)NO)cc1OC,200.0,nM,IC50
CHEMBL29912,O=C(NO)N(CCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,2200.0,nM,IC50
CHEMBL64915,O=C(O)c1cccc2c1Cc1c-2[nH]c2ccc(Br)cc12,4400.0,nM,IC50
CHEMBL64915,O=C(O)c1cccc2c1Cc1c-2[nH]c2ccc(Br)cc12,109000.0,nM,IC50
CHEMBL216539,CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2OCOC(=O)N(CCOC(=O)CCCc1ccc(N(CCCl)CCCl)cc1)CCOC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,24.0,nM,IC50
CHEMBL75265,Cc1oc(C2NCC(O)C2O)cc1C(=O)NC(C)C,40000.0,nM,IC50
CHEMBL75265,Cc1oc(C2NCC(O)C2O)cc1C(=O)NC(C)C,80000.0,nM,IC50
CHEMBL348390,c1ccc(-c2nn(-c3ccccc3)c3c2CCCCC3)cc1,170.0,nM,IC50
CHEMBL348390,c1ccc(-c2nn(-c3ccccc3)c3c2CCCCC3)cc1,120.0,nM,IC50
CHEMBL157129,COc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCC(O)C3)cc1,460.0,nM,IC50
CHEMBL120062,COc1cc(NC(C)CCCN)c2ncccc2c1-c1c(OC)cc(NC(C)CCCN)c2ncccc12,0.036,ug well-1,IC50
CHEMBL120062,COc1cc(NC(C)CCCN)c2ncccc2c1-c1c(OC)cc(NC(C)CCCN)c2ncccc12,0.031,ug well-1,IC50
CHEMBL3215517,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CN1CCCS[C@@H](CCC(=O)O)C(=O)N[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)C1=O,2570.0,nM,IC50
CHEMBL3215517,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CN1CCCS[C@@H](CCC(=O)O)C(=O)N[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)C1=O,2340.0,nM,IC50
CHEMBL153452,CN(C)c1ccc(-c2nc3ccccc3c(=O)n2Cc2ccccc2)cc1,41000.0,nM,IC50
CHEMBL157318,COc1cc2c(cc1OC)CN(CCn1c(-c3ccc4c(c3)OCO4)nc3ccccc3c1=O)CC2,3700.0,nM,IC50
CHEMBL157318,COc1cc2c(cc1OC)CN(CCn1c(-c3ccc4c(c3)OCO4)nc3ccccc3c1=O)CC2,1500.0,nM,IC50
CHEMBL152651,COc1cc2c(cc1OC)CN(CCn1c(-c3ccc(N(C)C)cc3)nc3c(OC)cccc3c1=O)CC2,50.0,nM,IC50
CHEMBL152651,COc1cc2c(cc1OC)CN(CCn1c(-c3ccc(N(C)C)cc3)nc3c(OC)cccc3c1=O)CC2,15100.0,nM,IC50
CHEMBL158891,O=C(O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,0.85,nM,IC50
CHEMBL348380,O=C(O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,0.3,nM,IC50
CHEMBL160745,C[C@@]1(C(=O)N[C@@H](Cc2ccccc2Cl)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,1.8,nM,IC50
CHEMBL433694,C[C@]1(C(=O)N[C@@H](Cc2ccccc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,2055.0,nM,IC50
CHEMBL317944,NC(Cc1c[nH]cn1)C(=O)N1CCCC1,1160.0,nM,IC50
CHEMBL317944,NC(Cc1c[nH]cn1)C(=O)N1CCCC1,23210.0,nM,IC50
CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,47.0,nM,IC50
CHEMBL85506,CC(=O)c1ccc(OS(N)(=O)=O)cc1,302000.0,nM,IC50
CHEMBL315972,CCCCC(=O)c1ccc(OS(N)(=O)=O)cc1,20900.0,nM,IC50
CHEMBL424278,CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,0.00003,ug.mL-1,IC50
CHEMBL424278,CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,0.00004,ug.mL-1,IC50
CHEMBL10931,Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCCc2ccc(O)cc2)c1,27.0,nM,IC50
CHEMBL10931,Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCCc2ccc(O)cc2)c1,357.0,nM,IC50
CHEMBL60200,Cc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(C)ccc3n1C)n2C,22000.0,nM,IC50
CHEMBL61119,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,5300.0,nM,IC50
CHEMBL61119,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,7700.0,nM,IC50
CHEMBL69995,CC(C)(C)NC(=O)N(Cc1ccccc1)CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,2.999,nM,IC50
CHEMBL1790513,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1OCSc1ccccc1)C(=O)NCc1nc2ccccc2[nH]1,11.22,nM,IC50
CHEMBL330140,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCNC(C)=O)C(C)C,2.6,nM,IC50
CHEMBL99235,CCc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,14.0,nM,IC50
CHEMBL174130,CCc1cc(CCc2nc3cccc(Cl)c3o2)c(S)nc1C,29.0,nM,IC50
CHEMBL176814,CCc1cc([S+]([O-])Cc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,1400.0,nM,IC50
CHEMBL174364,Cc1cc(CCc2nc3c(Cl)ccc(Cl)c3o2)c(O)nc1C,97.0,nM,IC50
CHEMBL434768,CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(C(=O)c2ccccc2)c(C)n1,4.0,nM,IC50
CHEMBL82798,CCc1ccc(OC)c(CNc2cc(CC)c(C)nc2O)c1,32.0,nM,IC50
CHEMBL319751,CCOc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1.Cl,11000.0,nM,IC50
CHEMBL37693,,8.7,ug.mL-1,IC50
CHEMBL37693,,0.18,ug.mL-1,IC50
CHEMBL37693,,4.42,ug.mL-1,IC50
CHEMBL37693,,12.0,ug.mL-1,IC50
CHEMBL1351,,37.78,ug.mL-1,IC50
CHEMBL1351,,10.75,ug.mL-1,IC50
CHEMBL1351,,34.02,ug.mL-1,IC50
CHEMBL1351,,153.38,ug.mL-1,IC50
CHEMBL1351,,10.5,ug.mL-1,IC50
CHEMBL1351,,6.4,ug.mL-1,IC50
CHEMBL1351,,19.0,ug.mL-1,IC50
CHEMBL1351,,5.8,ug.mL-1,IC50
CHEMBL150234,CCCCCCCC/C=C\CCCCCCCCOP(=O)(O)OCCC=C(c1cc(Cl)c(O)c(C(=O)O)c1)c1cc(Cl)c(O)c(C(=O)O)c1,61300.0,nM,IC50
CHEMBL156601,O=Cc1cccn1Nc1ccncc1,721000.0,nM,IC50
CHEMBL156601,O=Cc1cccn1Nc1ccncc1,86000.0,nM,IC50
CHEMBL348664,CCc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2,27797132.68,nM,IC50
CHEMBL358422,CN1C(=O)CN=C(c2ccccc2Cl)c2ccccc21,263026799.19,nM,IC50
CHEMBL119847,Cc1nc2cnccc2n1-c1ccc(C2=Nc3ccccc3N(C)C(=O)C2)cc1,4.9,nM,IC50
CHEMBL422420,COc1ccc(/C=C/CCCCOc2cccc(OCCCCC(=O)O)c2CCC(=O)O)cc1,1600.0,nM,IC50
CHEMBL424063,NS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CCC2)cc1,1.995,nM,IC50
CHEMBL333843,O=C(NCCCn1c(O)nc2ccccc21)OCc1cc2c(cc1Cl)OCO2,2480.0,nM,IC50
CHEMBL333843,O=C(NCCCn1c(O)nc2ccccc21)OCc1cc2c(cc1Cl)OCO2,1740.0,nM,IC50
CHEMBL335440,O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,93.5,nM,IC50
CHEMBL80049,CC(=O)N1CCC(Cc2ccccc2)CC1,74000.0,nM,IC50
CHEMBL84361,CC(C)(C)C(=O)N1CCC(Cc2ccccc2)CC1,282000.0,nM,IC50
CHEMBL81854,CC(C)[C@H]1CN(C(=O)c2ccc(C#N)cc2)[C@H](C)CN1C(=O)[C@@](C)(O)C(F)(F)F,17000.0,nM,IC50
CHEMBL1907671,C[C@](O)(C(=O)NC1C2CC3CC(C2)CC1C3)C(F)(F)F,11000.0,nM,IC50
CHEMBL1907670,CCCC1CCN(C(=O)[C@](C)(O)C(F)(F)F)CC1,75000.0,nM,IC50
CHEMBL2367851,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,691.83,nM,IC50
CHEMBL2367848,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)O,162.18,nM,IC50
CHEMBL11359,,890.0,nM,IC50
CHEMBL11359,,3400.0,nM,IC50
CHEMBL11359,,150.0,nM,IC50
CHEMBL11359,,2400.0,nM,IC50
CHEMBL11359,,3400.0,nM,IC50
CHEMBL19555,CC(/N=c1\c(O)c(O)\c1=N/c1cccnc1)C(C)(C)C,1950.0,nM,IC50
CHEMBL278485,C[C@@H](/N=c1\c(O)c(O)\c1=N/c1ccc(C#N)cc1Br)C(C)(C)C,75.0,nM,IC50
CHEMBL3350565,CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3ccccc3c3c4c(c5c6ccccc6[nH]c5c32)C(=O)OC4=O)O[C@@H]1CO,6360.0,nM,IC50
CHEMBL112283,O=C(O)C1=C(C(=O)Nc2c(F)cccc2F)CCC1,0.9,nM,IC50
CHEMBL43511,NS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,14.13,nM,IC50
CHEMBL43265,CS(=O)(=O)c1ccc(-n2cc(CF)nc2-c2ccc(Cl)cc2)cc1,407.38,nM,IC50
CHEMBL289484,CCOC(=O)c1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)cc2)n1,5754.4,nM,IC50
CHEMBL321016,Cc1cccnc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,1584.89,nM,IC50
CHEMBL52888,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1OC,64.57,nM,IC50
CHEMBL29439,CNc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,15.85,nM,IC50
CHEMBL325353,Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccncc2)c1CN1CCCCC1,100.0,nM,IC50
CHEMBL325353,Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccncc2)c1CN1CCCCC1,96000.0,nM,IC50
CHEMBL113168,Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCCC1,1160.0,nM,IC50
CHEMBL113168,Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCCC1,119000.0,nM,IC50
CHEMBL326097,COc1cc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)ccc1C,15.0,nM,IC50
CHEMBL324275,CC1Cc2cc(-c3c(Cl)ncn3-c3ccc(S(C)(=O)=O)cc3)ccc2O1,74.0,nM,IC50
CHEMBL119320,COc1cc(/C=C\c2ccc(O)c(OC)c2)cc(OC)c1,20000.0,nM,IC50
CHEMBL130447,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(SCc3ccccc3)c2=O)cc1,6400.0,nM,IC50
CHEMBL130447,N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(SCc3ccccc3)c2=O)cc1,8000.0,nM,IC50
CHEMBL375586,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]([C@H](O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)[C@H](C=O)NC(C)=O)[C@H](O)CO)[C@@H]2O)(C(=O)O)C[C@@H]1O,8000000.0,nM,IC50
CHEMBL89039,COc1ccc(-c2[nH]c3cc(OC)ccc3c2-c2cc(OC)c(OC)c(OC)c2)cc1,460.0,nM,IC50
CHEMBL542896,Br.Oc1noc(C2CCNCC2)c1Cc1ccccc1,4000.0,nM,IC50
CHEMBL340051,O=C(NO)N/N=C/c1cccc(I)c1,80400.0,nM,IC50
CHEMBL133879,COc1ccc(OC)c(/C=N/NC(=O)NO)c1,30100.0,nM,IC50
CHEMBL337647,O=C(NO)N/N=C/c1cccnc1,607000.0,nM,IC50
CHEMBL301454,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,1.4,nM,IC50
CHEMBL301454,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,3.0,nM,IC50
CHEMBL301454,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,12.2,nM,IC50
CHEMBL301454,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,14.4,nM,IC50
CHEMBL301454,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,200.0,nM,IC50
CHEMBL301454,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1,12.0,nM,IC50
CHEMBL416512,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)Cc3ccccc3)CC2)CC1,75.0,nM,IC50
CHEMBL62350,Cn1c(=O)c2nc(-c3ccccc3)[nH]c2n(C)c1=O,37.0,nM,IC50
CHEMBL3142696,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCNC(=O)Nc1cccc(C(F)(F)F)c1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,59.0,nM,IC50
CHEMBL3142696,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCNC(=O)Nc1cccc(C(F)(F)F)c1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,3000.0,nM,IC50
CHEMBL430665,CC(C)c1nc(C23CC4CC(CC(C4)C2)C3)cc(-c2ccc(F)cc2)c1C#CP(=O)([O-])C[C@H](O)CC(=O)[O-].[Na+].[Na+],43.8,nM,IC50
CHEMBL1159811,CSCC(N)CS,20.0,nM,IC50
CHEMBL10331,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3F)CC2)C(=O)N1,32.0,nM,IC50
CHEMBL21091,O=C(O)Cc1nn(Cc2nc3ccccc3s2)c(=O)c2ccccc12,19.0,nM,IC50
CHEMBL69183,O=C(O)Cc1ccc(=O)n(Cc2nc3cc(C(F)(F)F)ccc3s2)n1,340.0,nM,IC50
CHEMBL102468,Cn1nnc(C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c2ccc(F)cc2)c2ccc(F)cc2)n1.[Na+],30000.0,nM,IC50
CHEMBL273595,CSc1ccc(N(CCCl)CCCl)cc1,1470.0,nM,IC50
CHEMBL273595,CSc1ccc(N(CCCl)CCCl)cc1,5300.0,nM,IC50
CHEMBL273595,CSc1ccc(N(CCCl)CCCl)cc1,33000.0,nM,IC50
CHEMBL273595,CSc1ccc(N(CCCl)CCCl)cc1,65000.0,nM,IC50
CHEMBL90517,CC(C)c1ccc(CCc2ccc(C(C)C)cc(=O)c2O)c(O)c(=O)c1,8000.0,nM,IC50
CHEMBL90517,CC(C)c1ccc(CCc2ccc(C(C)C)cc(=O)c2O)c(O)c(=O)c1,1200.0,nM,IC50
CHEMBL138534,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)N[C@H](CC(=O)O)Cc1ccccc1,0.15,nM,IC50
CHEMBL138534,C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)N[C@H](CC(=O)O)Cc1ccccc1,25.5,nM,IC50
CHEMBL306325,COC1(c2ccccc2)C=CC2(CCCCCC2)OO1,220.0,nM,IC50
CHEMBL50647,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,72.0,nM,IC50
CHEMBL50647,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,61.0,nM,IC50
CHEMBL50647,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,10.0,nM,IC50
CHEMBL50647,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,220.0,nM,IC50
CHEMBL320705,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,1800.0,nM,IC50
CHEMBL320705,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,3200.0,nM,IC50
CHEMBL320705,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,1200.0,nM,IC50
CHEMBL320705,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,66.0,nM,IC50
CHEMBL326774,CCC(C)c1ccc(NC(=N)Nc2ccc3c4c(cccc24)CC3)cc1,680.0,nM,IC50
CHEMBL31743,CCCCc1nc(N2CCc3ccccc3C2)c2sccc2n1,2700.0,nM,IC50
CHEMBL31743,CCCCc1nc(N2CCc3ccccc3C2)c2sccc2n1,44000.0,nM,IC50
CHEMBL31743,CCCCc1nc(N2CCc3ccccc3C2)c2sccc2n1,2300.0,nM,IC50
CHEMBL13470,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,2500.0,nM,IC50
CHEMBL13470,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,1.06,nM,IC50
CHEMBL13470,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,2.85,nM,IC50
CHEMBL13470,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,49.1,nM,IC50
CHEMBL340435,CCCSc1nsnc1OC1CN2CCCC1C2,0.38,nM,IC50
CHEMBL340435,CCCSc1nsnc1OC1CN2CCCC1C2,0.55,nM,IC50
CHEMBL340435,CCCSc1nsnc1OC1CN2CCCC1C2,179.0,nM,IC50
CHEMBL340435,CCCSc1nsnc1OC1CN2CCCC1C2,33.0,nM,IC50
CHEMBL6842,CC(N)Cc1ccc2c(c1)CCC2,82.0,nM,IC50
CHEMBL6842,CC(N)Cc1ccc2c(c1)CCC2,1847.0,nM,IC50
CHEMBL6842,CC(N)Cc1ccc2c(c1)CCC2,849.0,nM,IC50
CHEMBL51228,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,2.3,nM,IC50
CHEMBL316690,COC(=O)[C@@H]1C[C@@H](NCc2n[nH]c3cccc(OCc4ccc(C(C)(C)C)cc4)c23)CN1,8.0,ug.mL-1,IC50
CHEMBL309198,CC(C)C(NCCc1ccccc1)c1cccc(COc2nn3c(C(F)(F)F)nnc3c3ccccc23)n1,174.0,nM,IC50
CHEMBL154613,CN(C)c1ccc(-c2cc(F)c(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)cc1,610.0,nM,IC50
CHEMBL154372,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(OC)c2)c1,170.0,nM,IC50
CHEMBL155548,O=C(O)C1=C(C(=O)Nc2ccc(-c3cccc(OC(F)(F)F)c3)cc2Cl)CCC1,290.0,nM,IC50
CHEMBL8406,N#Cc1ccc(S(=O)(=O)N2Cc3ccccc3N(Cc3c[nH]cn3)C(CCc3ccccc3)C2)c(Cl)c1,939.0,nM,IC50
CHEMBL107,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,2500.0,nM,IC50
CHEMBL552736,Br.CN1CCc2cc(O)c(O)c(Sc3ccccc3)c2CC1,240.0,nM,IC50
CHEMBL37121,CN(C)C/C=C(\c1cccnc1)c1cccc(Cl)c1,11000.0,nM,IC50
CHEMBL37121,CN(C)C/C=C(\c1cccnc1)c1cccc(Cl)c1,2600.0,nM,IC50
CHEMBL36918,CNC/C=C(\c1cccnc1)c1ccc(Cl)cc1Cl,2300.0,nM,IC50
CHEMBL36918,CNC/C=C(\c1cccnc1)c1ccc(Cl)cc1Cl,500.0,nM,IC50
CHEMBL321131,Cc1nn(-c2cccc(Cl)c2)c2c1c(=O)oc1ccccc12,90.0,nM,IC50
CHEMBL330598,Cc1nn(-c2cccc([N+](=O)[O-])c2)c2c1c(=O)oc1ccccc12,320.0,nM,IC50
CHEMBL99633,O=c1oc2ccccc2c2c1c(-c1ccccc1)nn2-c1ccccc1,16000.0,nM,IC50
CHEMBL171080,CCCN(CCCNC(C)=O)C1CCc2c(O)cccc2C1,190.0,nM,IC50
CHEMBL171080,CCCN(CCCNC(C)=O)C1CCc2c(O)cccc2C1,1800.0,nM,IC50
CHEMBL544500,CNC1CC(c2cccc(Cl)c2)c2ccccc21.Cl,14.0,nM,IC50
CHEMBL544500,CNC1CC(c2cccc(Cl)c2)c2ccccc21.Cl,0.12,nM,IC50
CHEMBL544500,CNC1CC(c2cccc(Cl)c2)c2ccccc21.Cl,41.0,nM,IC50
CHEMBL555549,CCN(CC)C1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,120.0,nM,IC50
CHEMBL555549,CCN(CC)C1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,13.0,nM,IC50
CHEMBL555549,CCN(CC)C1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,13.0,nM,IC50
CHEMBL3142234,CSC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,10.0,nM,IC50
CHEMBL3142213,CC(C)S(=O)(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,30.0,nM,IC50
CHEMBL288458,COC(=O)[C@H](CC(C)C)NC(C#N)[C@@H](N)Cc1ccccc1,50000.0,nM,IC50
CHEMBL288458,COC(=O)[C@H](CC(C)C)NC(C#N)[C@@H](N)Cc1ccccc1,2400.0,nM,IC50
CHEMBL34777,COC(=O)[C@H](Cc1ccccc1)N[C@H](C#N)[C@@H](N)Cc1ccccc1,293000.0,nM,IC50
CHEMBL34777,COC(=O)[C@H](Cc1ccccc1)N[C@H](C#N)[C@@H](N)Cc1ccccc1,146000.0,nM,IC50
CHEMBL297019,N=c1sc(-c2ccccc2F)nn1-c1c(Cl)cc(C(F)(F)F)cc1Cl,150.0,nM,IC50
CHEMBL47809,N=c1sc(-c2ccccc2F)nn1-c1c(Cl)cc(Cl)cc1Cl,500.0,nM,IC50
CHEMBL46388,N=c1sc(-c2ccccn2)nn1-c1c(Cl)cc(Cl)cc1Cl,400.0,nM,IC50
CHEMBL358173,CCCCCN(CCCCC)C(=O)[C@H]1CCN(C(=O)N(c2ccccc2)c2ccccc2)[C@H](C(=O)NCCN(C)Cc2ccccc2OC)C1,1.8,nM,IC50
CHEMBL358173,CCCCCN(CCCCC)C(=O)[C@H]1CCN(C(=O)N(c2ccccc2)c2ccccc2)[C@H](C(=O)NCCN(C)Cc2ccccc2OC)C1,200.0,nM,IC50
CHEMBL346485,CCCCCN(CCCCC)C(=O)N1CCN(C(=O)N(c2ccccc2)c2cccc(Cl)c2)[C@H](C(=O)NCCCN(CC)CC)C1,8.0,nM,IC50
CHEMBL39830,Nc1ccc(C(=O)N2CCc3cc(S(=O)(=O)N4CC(c5ccccc5)NC4=O)ccc32)cc1,200.0,nM,IC50
